Designator,Mid X,Mid Y,Rotation,Layer
5.1K1,117.842001,-133.984999,270.0,top
5.1K2,115.150001,-133.984999,270.0,top
J1,116.049997,-126.235,180.0,top
J2,119.849997,-159.464999,270.0,top
