Designator,Mid X,Mid Y,Rotation,Layer
HEADER_PIN1,67.249999,-51.23,90.0,top
R1,64.169999,-26.0,270.0,bottom
R2,62.669999,-26.0,270.0,bottom
USB_C1,63.449999,-18.0,180.0,top
